,survey_questions_id,survey_raw_answers_id,survey_condition,Awe,Fear,Anger,Pride,Shame,Disgust,Sadness,Contempt,Interest,Surprise,Amusement,Happiness,Embarrassment
26101,416,922,/survey-fo,0,0,1,0,0,1,0,2,0,1,0,0,0
26102,404,922,/survey-fo,0,0,3,0,0,3,0,2,0,0,0,0,0
26103,136,922,/survey-fo,0,4,1,0,0,0,0,0,0,0,0,0,0
26104,516,922,/survey-fo,0,0,1,0,0,2,0,1,0,0,0,0,0
26105,59,922,/survey-fo,0,3,4,0,0,0,0,2,0,0,0,0,0
26106,358,922,/survey-fo,0,2,0,0,0,0,0,0,2,2,0,0,0
26107,316,922,/survey-fo,0,0,0,0,1,2,3,0,0,0,0,0,0
26108,469,922,/survey-fo,0,0,0,0,0,0,0,0,0,0,3,3,0
26109,386,922,/survey-fo,2,1,0,0,0,0,0,0,0,4,0,0,0
26110,417,922,/survey-fo,0,1,1,0,0,2,3,0,0,0,0,0,0
26111,33,922,/survey-fo,0,0,0,0,1,1,0,0,0,3,0,0,1
26112,440,922,/survey-fo,0,0,2,1,0,3,0,3,0,0,0,0,0
26113,67,922,/survey-fo,0,0,2,0,0,2,0,2,0,0,0,0,0
26114,384,922,/survey-fo,0,0,0,0,0,0,0,0,0,0,4,4,0
26115,555,922,/survey-fo,0,0,0,0,1,2,3,0,0,0,0,0,0
26116,48,922,/survey-fo,0,0,0,0,0,0,2,0,0,0,0,0,0
26117,68,922,/survey-fo,0,0,1,2,0,2,0,2,0,0,2,0,0
26118,268,922,/survey-fo,0,0,0,0,0,0,0,0,0,0,3,2,0
26119,504,922,/survey-fo,0,1,3,0,0,1,0,2,0,0,0,0,1
26120,112,922,/survey-fo,0,1,1,0,0,0,0,1,2,0,0,0,0
26121,182,922,/survey-fo,0,2,0,0,4,2,4,0,0,0,0,0,0
26122,304,922,/survey-fo,0,1,2,0,0,1,0,0,0,3,0,0,0
26123,98,922,/survey-fo,0,1,0,0,0,2,1,0,0,0,0,0,2
26124,181,922,/survey-fo,0,0,2,1,0,0,0,3,0,0,0,0,0
26125,186,922,/survey-fo,0,0,0,0,0,1,0,0,0,0,3,2,0
26126,430,922,/survey-fo,0,0,2,0,0,3,0,1,0,0,0,0,0
26127,236,922,/survey-fo,0,0,0,0,2,1,0,0,0,0,1,0,3
26128,242,922,/survey-fo,1,0,0,0,0,0,0,0,0,0,1,0,0
26129,53,922,/survey-fo,0,0,0,0,0,0,0,0,1,0,2,1,0
26130,45,1023,/survey-fo,0,0,0,1,0,0,0,0,2,0,3,3,0
26131,412,1023,/survey-fo,0,2,1,0,0,2,2,1,0,0,0,0,0
26132,50,1023,/survey-fo,0,1,0,0,3,0,2,0,0,0,0,0,1
26133,18,1023,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26134,230,1023,/survey-fo,0,0,1,0,0,1,0,1,1,0,0,0,0
26135,47,1023,/survey-fo,0,0,0,0,0,0,0,0,0,2,0,0,0
26136,70,1023,/survey-fo,0,0,0,0,0,0,0,0,2,0,3,3,0
26137,512,1023,/survey-fo,0,0,0,0,0,0,0,0,2,3,3,3,0
26138,553,1023,/survey-fo,0,0,0,0,0,0,0,0,1,1,2,3,0
26139,164,1023,/survey-fo,0,0,0,0,2,0,2,0,0,0,0,0,2
26140,116,1023,/survey-fo,0,0,0,0,0,0,0,0,0,2,0,0,0
26141,314,1023,/survey-fo,0,0,2,0,0,2,1,2,0,0,0,0,0
26142,132,1023,/survey-fo,0,0,0,0,0,1,1,0,0,0,0,0,1
26143,528,1023,/survey-fo,0,2,0,0,1,0,1,0,0,3,0,0,2
26144,79,1023,/survey-fo,0,0,1,0,0,1,0,2,0,0,0,0,0
26145,592,1023,/survey-fo,0,0,0,0,0,0,0,0,0,3,1,1,0
26146,445,1023,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26147,238,1023,/survey-fo,0,0,0,2,0,0,0,0,0,0,0,2,0
26148,270,1023,/survey-fo,0,0,2,1,0,2,0,3,0,0,0,0,0
26149,440,1023,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26150,13,1023,/survey-fo,0,0,1,0,0,0,0,2,0,0,0,0,0
26151,368,1023,/survey-fo,0,0,0,0,0,0,1,1,0,0,0,0,0
26152,504,1023,/survey-fo,0,0,2,0,0,1,0,2,0,2,0,0,0
26153,507,1023,/survey-fo,0,0,0,0,0,0,0,0,2,0,0,2,0
26154,377,1023,/survey-fo,0,0,0,0,0,0,0,0,0,2,0,0,0
26155,597,1023,/survey-fo,0,1,0,0,0,1,1,0,0,1,0,0,1
26156,169,1023,/survey-fo,0,0,0,0,0,0,0,0,0,0,2,2,0
26157,136,1023,/survey-fo,0,1,0,0,1,0,1,0,0,0,0,0,0
26158,566,1023,/survey-fo,0,0,2,0,0,1,0,1,0,1,0,0,0
26159,332,1023,/survey-fo,0,0,0,0,0,0,0,0,0,0,3,3,0
26160,577,1019,/survey-fo,0,0,0,0,0,0,0,0,1,0,2,2,0
26161,444,1019,/survey-fo,0,2,2,0,0,3,0,0,0,3,0,0,0
26162,70,1019,/survey-fo,0,0,0,0,0,0,0,0,2,1,3,3,1
26163,435,1019,/survey-fo,0,0,0,0,0,0,0,0,1,0,1,1,0
26164,80,1019,/survey-fo,3,0,0,0,0,0,0,0,2,2,4,3,0
26165,353,1019,/survey-fo,0,0,3,0,0,3,0,2,2,0,0,0,0
26166,365,1019,/survey-fo,0,0,0,0,0,0,0,0,2,1,2,2,0
26167,323,1019,/survey-fo,0,1,0,0,0,1,0,0,2,2,0,0,0
26168,494,1019,/survey-fo,0,0,0,0,0,0,0,0,2,2,1,1,0
26169,478,1019,/survey-fo,0,0,2,0,0,2,0,1,0,0,0,0,0
26170,501,1019,/survey-fo,0,0,4,0,0,3,0,0,0,2,0,0,0
26171,519,1019,/survey-fo,1,0,0,0,0,0,0,0,0,0,3,2,0
26172,241,1019,/survey-fo,0,0,0,0,1,3,2,2,2,0,0,0,0
26173,71,1019,/survey-fo,0,0,4,0,1,2,0,3,0,0,0,0,0
26174,152,1019,/survey-fo,0,0,2,0,0,0,1,0,0,0,0,0,0
26175,548,1019,/survey-fo,0,0,0,0,0,0,0,0,2,0,2,3,0
26176,590,1019,/survey-fo,0,0,0,0,0,0,0,0,2,0,3,2,2
26177,469,1019,/survey-fo,0,0,0,0,0,0,0,0,1,0,3,4,0
26178,76,1019,/survey-fo,0,0,0,2,0,0,0,0,1,0,0,0,0
26179,463,1019,/survey-fo,0,0,2,0,0,0,0,1,3,0,1,0,0
26180,250,1019,/survey-fo,0,0,0,2,0,0,0,0,1,0,3,1,0
26181,129,1019,/survey-fo,0,0,0,0,0,0,0,0,1,2,4,3,0
26182,41,1019,/survey-fo,0,0,2,2,0,3,0,0,2,0,0,0,0
26183,456,1019,/survey-fo,0,1,0,0,1,0,0,0,3,0,0,0,0
26184,51,1019,/survey-fo,0,0,0,0,0,0,0,0,2,0,1,0,0
26185,219,1019,/survey-fo,0,0,0,0,0,0,0,0,2,0,2,3,0
26186,545,1019,/survey-fo,1,0,0,0,0,0,0,0,2,2,0,0,0
26187,569,1019,/survey-fo,1,0,0,0,0,0,0,0,2,3,0,0,0
26188,470,1019,/survey-fo,0,0,0,0,0,1,0,0,2,3,0,0,0
26189,165,1019,/survey-fo,0,0,1,0,0,1,0,1,0,0,0,0,0
26190,559,984,/survey-fo,0,0,0,0,0,0,0,0,1,0,0,0,0
26191,108,984,/survey-fo,0,0,0,0,0,0,0,0,2,2,0,2,0
26192,388,984,/survey-fo,0,0,2,0,0,2,0,0,0,0,0,0,0
26193,568,984,/survey-fo,0,0,0,0,0,0,0,0,0,2,0,0,0
26194,326,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26195,473,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26196,100,984,/survey-fo,0,0,0,0,0,0,0,0,0,2,2,0,0
26197,15,984,/survey-fo,0,0,3,0,0,0,0,0,0,0,0,0,0
26198,409,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,2,0,0
26199,343,984,/survey-fo,0,0,0,0,0,1,0,0,0,0,0,0,0
26200,431,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,1,0
26201,206,984,/survey-fo,0,0,0,0,0,2,0,0,0,0,0,0,0
26202,51,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,1,0
26203,324,984,/survey-fo,0,0,0,0,0,0,1,0,0,0,0,0,0
26204,428,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26205,246,984,/survey-fo,0,0,0,0,0,0,3,0,0,0,0,0,0
26206,320,984,/survey-fo,0,0,0,0,0,0,2,0,0,0,0,0,0
26207,395,984,/survey-fo,0,2,0,0,0,0,0,0,0,2,0,0,0
26208,489,984,/survey-fo,0,0,0,0,0,2,0,0,0,0,0,0,0
26209,141,984,/survey-fo,0,0,0,0,0,0,0,0,0,3,0,0,0
26210,114,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26211,477,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26212,486,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,2,0,0
26213,2,984,/survey-fo,1,0,0,0,0,0,0,0,0,0,0,0,0
26214,3,984,/survey-fo,0,0,2,0,0,0,0,0,0,0,0,0,0
26215,398,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26216,362,984,/survey-fo,0,0,0,0,0,2,0,0,0,0,0,0,2
26217,187,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26218,56,984,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,2,0
26219,315,984,/survey-fo,0,0,0,0,0,1,1,0,0,0,0,0,0
26220,46,986,/survey-fo,0,3,1,0,1,0,2,0,0,0,0,0,1
26221,177,986,/survey-fo,0,0,0,0,1,0,1,0,0,0,1,0,1
26222,32,986,/survey-fo,0,1,4,0,0,0,1,1,0,1,0,0,0
26223,586,986,/survey-fo,0,0,0,0,0,0,0,0,0,1,4,4,0
26224,454,986,/survey-fo,0,0,0,0,0,1,0,0,0,0,0,0,2
26225,47,986,/survey-fo,0,0,0,0,0,0,0,0,1,0,1,1,0
26226,505,986,/survey-fo,0,0,0,0,0,0,1,0,4,0,0,0,0
26227,43,986,/survey-fo,0,0,3,0,0,2,1,1,1,3,0,0,0
26228,396,986,/survey-fo,0,0,0,0,0,0,0,0,1,2,2,3,0
26229,487,986,/survey-fo,2,0,0,0,0,0,0,0,1,4,0,1,0
26230,506,986,/survey-fo,0,0,0,0,0,0,0,0,1,2,3,2,0
26231,501,986,/survey-fo,0,0,4,0,0,3,0,1,0,0,0,0,0
26232,391,986,/survey-fo,0,0,0,0,0,0,0,0,1,0,4,4,0
26233,310,986,/survey-fo,0,0,0,0,0,0,0,0,1,2,3,4,0
26234,466,986,/survey-fo,0,0,0,0,0,0,0,0,1,0,3,4,0
26235,451,986,/survey-fo,0,2,0,0,0,0,4,0,0,0,0,0,0
26236,572,986,/survey-fo,0,0,0,2,0,1,0,2,1,0,0,0,0
26237,542,986,/survey-fo,0,4,0,0,0,0,0,0,0,3,0,0,0
26238,467,986,/survey-fo,0,0,0,0,1,0,3,0,0,0,0,0,0
26239,343,986,/survey-fo,0,0,0,0,0,0,0,1,0,0,0,0,0
26240,380,986,/survey-fo,0,0,1,0,0,2,0,1,1,2,0,0,0
26241,86,986,/survey-fo,0,2,0,0,0,0,2,0,0,0,0,0,0
26242,111,986,/survey-fo,0,0,0,0,0,0,0,0,2,0,2,2,0
26243,91,986,/survey-fo,0,0,0,2,0,0,0,0,2,0,1,2,0
26244,342,986,/survey-fo,0,0,3,0,0,1,0,3,0,0,0,0,0
26245,50,986,/survey-fo,0,0,0,0,0,0,3,0,0,0,0,0,0
26246,273,986,/survey-fo,0,0,0,0,0,0,0,0,1,1,0,0,0
26247,500,986,/survey-fo,0,0,2,3,0,0,0,2,0,0,0,0,0
26248,192,986,/survey-fo,0,0,0,0,0,0,0,0,1,0,3,2,0
26249,82,986,/survey-fo,0,1,0,0,1,0,0,0,0,0,0,0,1
26250,407,1033,/survey-fo,0,0,0,0,1,0,2,0,0,0,0,0,1
26251,360,1033,/survey-fo,0,2,0,0,0,0,3,0,0,1,0,0,0
26252,311,1033,/survey-fo,0,0,0,0,3,0,1,0,0,0,0,0,2
26253,144,1033,/survey-fo,1,2,0,0,0,0,0,0,1,3,0,0,0
26254,53,1033,/survey-fo,0,0,0,0,0,0,0,0,1,0,3,2,0
26255,238,1033,/survey-fo,0,0,0,0,0,0,0,0,0,0,2,2,0
26256,586,1033,/survey-fo,0,0,0,0,0,0,0,0,1,0,4,4,0
26257,75,1033,/survey-fo,0,0,0,0,0,0,0,0,2,0,1,2,0
26258,121,1033,/survey-fo,0,0,0,0,0,0,4,0,0,0,0,0,0
26259,580,1033,/survey-fo,0,0,0,0,0,0,0,0,3,0,1,1,0
26260,495,1033,/survey-fo,0,0,0,0,0,0,0,0,2,3,2,2,0
26261,432,1033,/survey-fo,3,0,0,0,0,0,0,0,2,0,1,3,0
26262,204,1033,/survey-fo,1,1,0,0,0,0,0,0,0,2,0,0,0
26263,230,1033,/survey-fo,0,0,0,2,0,0,0,0,2,0,1,1,0
26264,425,1033,/survey-fo,0,0,0,0,0,0,0,0,0,0,4,4,0
26265,299,1033,/survey-fo,0,0,0,0,0,0,0,0,0,0,4,4,0
26266,539,1033,/survey-fo,0,0,1,0,0,1,0,0,2,0,0,0,2
26267,439,1033,/survey-fo,0,0,0,0,0,0,0,1,0,0,0,0,1
26268,177,1033,/survey-fo,0,0,0,0,0,0,0,0,0,0,1,1,2
26269,557,1033,/survey-fo,0,0,1,0,0,0,0,0,2,1,0,0,0
26270,503,1033,/survey-fo,1,0,0,0,0,0,0,0,0,1,3,3,0
26271,419,1033,/survey-fo,0,0,0,0,0,4,0,3,0,0,0,0,0
26272,508,1033,/survey-fo,1,0,0,0,0,0,0,0,0,0,2,2,0
26273,282,1033,/survey-fo,0,0,0,1,0,0,0,0,0,0,2,3,0
26274,90,1033,/survey-fo,0,0,1,0,0,0,0,2,0,0,0,0,0
26275,221,1033,/survey-fo,0,0,0,0,0,0,1,0,0,2,0,0,2
26276,127,1033,/survey-fo,0,0,0,0,1,0,0,0,0,0,0,0,1
26277,187,1033,/survey-fo,0,0,0,0,0,0,0,0,2,0,4,4,0
26278,578,1033,/survey-fo,0,0,0,0,0,0,0,0,2,0,4,3,0
26279,24,1033,/survey-fo,1,4,0,0,0,2,2,0,0,3,0,0,0
26280,201,1049,/survey-fo,0,0,0,0,0,0,0,0,0,0,3,3,0
26281,323,1049,/survey-fo,0,0,0,0,0,0,2,0,0,1,0,0,0
26282,378,1049,/survey-fo,0,0,0,0,0,0,0,0,0,3,1,2,0
26283,113,1049,/survey-fo,0,4,0,0,0,0,2,0,0,0,0,0,0
26284,227,1049,/survey-fo,0,0,0,0,0,2,0,0,0,0,0,0,0
26285,557,1049,/survey-fo,0,2,0,0,0,0,0,0,0,1,0,0,0
26286,483,1049,/survey-fo,0,0,0,0,0,0,0,0,1,0,0,1,0
26287,1,1049,/survey-fo,0,0,0,0,0,0,0,2,0,0,0,0,0
26288,308,1049,/survey-fo,0,2,0,0,0,0,0,0,0,3,0,0,0
26289,270,1049,/survey-fo,0,0,0,0,0,0,0,1,0,1,0,0,0
26290,330,1049,/survey-fo,0,0,0,0,0,0,0,0,0,4,0,0,0
26291,469,1049,/survey-fo,0,0,0,1,0,0,0,0,0,0,3,4,0
26292,387,1049,/survey-fo,0,0,0,0,0,0,0,0,1,1,0,2,0
26293,103,1049,/survey-fo,0,0,0,0,0,2,0,0,0,0,0,0,0
26294,18,1049,/survey-fo,0,1,0,0,0,0,0,0,0,1,0,0,0
26295,243,1049,/survey-fo,0,2,0,0,0,0,0,0,0,3,0,0,0
26296,145,1049,/survey-fo,0,0,0,0,0,0,0,0,0,4,0,0,0
26297,4,1049,/survey-fo,0,0,0,0,0,1,0,2,0,0,0,0,0
26298,25,1049,/survey-fo,0,2,0,0,0,0,0,0,0,4,0,0,0
26299,580,1049,/survey-fo,0,0,0,0,0,0,0,1,1,0,0,0,0
26300,476,1049,/survey-fo,0,0,0,0,0,0,0,0,0,0,1,2,0
26301,386,1049,/survey-fo,0,4,0,0,0,0,0,0,0,4,0,0,0
26302,396,1049,/survey-fo,0,0,0,0,0,0,0,0,0,1,0,4,0
26303,393,1049,/survey-fo,0,0,3,0,0,0,0,2,0,0,0,0,0
26304,75,1049,/survey-fo,0,0,0,1,0,0,0,0,1,0,0,2,0
26305,252,1049,/survey-fo,0,3,0,0,0,0,0,0,0,0,0,0,0
26306,491,1049,/survey-fo,0,4,0,0,0,0,0,0,0,2,0,0,0
26307,133,1049,/survey-fo,0,4,0,0,0,0,0,0,0,0,0,0,0
26308,19,1049,/survey-fo,0,0,1,0,0,0,0,2,0,0,0,0,0
26309,457,1049,/survey-fo,1,0,0,0,0,0,0,0,2,0,0,3,0
26310,370,1057,/survey-fo,0,0,0,1,0,0,0,0,3,3,4,3,0
26311,228,1057,/survey-fo,3,4,2,0,0,0,0,0,0,3,0,0,0
26312,434,1057,/survey-fo,0,0,3,0,2,4,0,0,0,0,0,0,2
26313,422,1057,/survey-fo,0,0,0,3,0,0,0,2,0,0,0,2,0
26314,89,1057,/survey-fo,3,0,0,0,2,0,3,0,0,0,0,0,0
26315,296,1057,/survey-fo,2,3,0,0,1,0,4,0,0,0,0,0,0
26316,460,1057,/survey-fo,0,0,0,0,0,3,2,2,0,0,0,0,2
26317,156,1057,/survey-fo,0,0,0,0,0,0,4,2,0,0,0,0,0
26318,196,1057,/survey-fo,2,0,0,0,0,0,0,0,0,0,0,2,0
26319,532,1057,/survey-fo,1,1,4,0,2,1,0,3,0,0,0,0,2
26320,39,1057,/survey-fo,1,3,4,0,0,0,0,0,0,0,0,0,0
26321,214,1057,/survey-fo,2,3,1,0,0,2,1,0,0,1,0,0,2
26322,78,1057,/survey-fo,0,1,2,0,0,2,1,0,0,0,0,0,0
26323,212,1057,/survey-fo,0,0,0,0,0,0,0,0,2,0,3,1,0
26324,390,1057,/survey-fo,3,2,1,0,0,0,0,0,0,0,0,0,1
26325,68,1057,/survey-fo,0,0,0,3,0,0,0,2,2,0,1,0,0
26326,85,1057,/survey-fo,0,0,0,0,0,0,2,0,0,0,0,0,0
26327,561,1057,/survey-fo,0,4,0,0,0,0,0,0,0,0,0,0,0
26328,445,1057,/survey-fo,1,1,0,0,0,0,2,0,0,0,0,0,0
26329,219,1057,/survey-fo,0,1,2,0,2,1,4,0,0,0,0,0,1
26330,83,1057,/survey-fo,1,4,1,0,3,1,3,0,0,0,0,0,0
26331,408,1057,/survey-fo,0,0,0,2,0,0,0,0,4,2,4,3,0
26332,120,1057,/survey-fo,0,3,0,0,2,0,3,0,0,0,0,0,0
26333,2,1057,/survey-fo,3,2,0,0,0,0,0,0,0,2,0,0,0
26334,383,1057,/survey-fo,0,1,0,0,0,0,0,1,0,1,0,0,0
26335,168,1057,/survey-fo,2,2,0,0,0,0,0,0,0,3,0,0,0
26336,145,1057,/survey-fo,3,3,0,0,0,0,0,0,0,3,0,0,0
26337,19,1057,/survey-fo,2,2,0,0,4,0,3,0,0,0,0,0,3
26338,36,1057,/survey-fo,2,0,0,0,0,0,0,0,3,2,1,0,0
26339,148,1057,/survey-fo,2,3,3,0,0,3,0,0,0,4,0,0,0
26340,520,1051,/survey-fo,0,0,0,2,0,0,0,0,3,3,2,3,0
26341,246,1051,/survey-fo,0,0,1,0,1,1,4,0,0,0,0,0,0
26342,350,1051,/survey-fo,0,2,1,0,0,1,2,0,0,1,0,0,1
26343,506,1051,/survey-fo,0,0,0,0,0,0,0,0,3,3,3,2,0
26344,334,1051,/survey-fo,0,0,0,0,0,0,0,0,0,3,0,1,0
26345,224,1051,/survey-fo,0,0,4,0,0,1,1,3,0,0,0,0,0
26346,400,1051,/survey-fo,0,1,0,0,0,0,1,0,1,1,0,0,2
26347,238,1051,/survey-fo,0,0,0,1,0,0,0,0,1,0,1,2,0
26348,478,1051,/survey-fo,0,1,3,0,0,3,1,4,0,0,0,0,0
26349,407,1051,/survey-fo,0,0,0,0,1,0,2,0,0,0,0,0,0
26350,94,1051,/survey-fo,0,0,0,1,0,0,0,0,2,1,3,4,0
26351,355,1051,/survey-fo,0,0,0,2,0,0,0,0,2,0,0,0,0
26352,108,1051,/survey-fo,0,1,0,0,0,0,0,0,3,3,2,2,0
26353,316,1051,/survey-fo,0,1,1,0,1,0,2,0,0,1,0,0,1
26354,220,1051,/survey-fo,0,1,1,0,1,2,1,0,1,0,0,0,2
26355,380,1051,/survey-fo,2,2,1,0,0,0,0,0,2,4,0,0,1
26356,588,1051,/survey-fo,0,0,1,0,1,0,1,0,0,0,0,0,0
26357,593,1051,/survey-fo,0,1,1,1,0,0,0,0,2,2,0,0,1
26358,368,1051,/survey-fo,0,0,1,2,0,0,1,0,0,0,0,0,0
26359,192,1051,/survey-fo,0,0,0,2,0,0,0,0,2,0,3,4,0
26360,318,1051,/survey-fo,0,1,1,0,0,1,0,1,0,3,0,0,1
26361,575,1051,/survey-fo,0,0,0,1,0,0,1,2,1,0,0,0,0
26362,138,1051,/survey-fo,0,0,0,0,0,0,0,0,0,3,1,0,2
26363,114,1051,/survey-fo,0,0,0,1,0,0,0,0,0,1,4,4,0
26364,49,1051,/survey-fo,0,0,0,0,0,0,1,0,0,0,0,0,0
26365,448,1051,/survey-fo,0,0,0,0,0,0,1,0,0,0,0,0,0
26366,88,1051,/survey-fo,0,0,1,0,0,0,0,0,0,3,0,0,2
26367,56,1051,/survey-fo,0,0,0,0,0,0,0,0,2,2,2,3,0
26368,533,1051,/survey-fo,0,1,3,0,0,0,0,0,0,2,0,0,0
26369,33,1051,/survey-fo,0,0,1,0,0,1,0,0,0,2,0,0,2
26370,455,1069,/survey-fo,0,0,0,0,2,2,1,3,0,0,0,0,0
26371,505,1069,/survey-fo,0,3,0,0,0,0,0,1,0,3,0,0,0
26372,435,1069,/survey-fo,0,0,0,2,0,0,0,0,3,0,0,1,0
26373,354,1069,/survey-fo,0,0,4,0,1,0,0,2,0,0,0,0,0
26374,503,1069,/survey-fo,0,0,0,0,0,0,0,0,2,2,4,2,0
26375,425,1069,/survey-fo,1,0,0,0,0,0,0,0,1,0,4,4,0
26376,415,1069,/survey-fo,1,0,0,0,0,0,0,0,2,2,4,4,0
26377,47,1069,/survey-fo,0,1,0,0,0,0,0,0,0,2,0,0,0
26378,359,1069,/survey-fo,0,1,0,0,2,1,4,0,0,0,0,0,0
26379,41,1069,/survey-fo,0,0,3,1,0,0,0,3,0,0,0,0,0
26380,110,1069,/survey-fo,2,1,0,0,0,0,0,0,0,4,0,1,0
26381,449,1069,/survey-fo,0,0,2,0,3,1,0,2,0,0,0,0,0
26382,596,1069,/survey-fo,0,0,4,0,0,1,0,4,0,0,0,0,0
26383,83,1069,/survey-fo,0,2,0,0,1,0,4,0,0,0,0,0,0
26384,198,1069,/survey-fo,0,1,0,0,0,2,0,0,1,3,0,0,0
26385,348,1069,/survey-fo,0,1,0,0,1,0,3,0,0,0,0,0,2
26386,253,1069,/survey-fo,0,0,4,0,0,0,0,4,0,0,0,0,0
26387,371,1069,/survey-fo,0,0,0,0,0,0,1,0,4,0,0,0,0
26388,370,1069,/survey-fo,2,0,0,0,0,0,0,0,0,1,4,4,0
26389,139,1069,/survey-fo,0,0,4,0,0,1,0,4,0,0,0,0,0
26390,297,1069,/survey-fo,0,0,0,0,0,0,0,0,2,0,4,3,0
26391,475,1069,/survey-fo,0,0,0,4,0,0,0,0,3,0,3,1,0
26392,163,1069,/survey-fo,0,0,0,0,0,0,0,0,2,0,4,3,0
26393,239,1069,/survey-fo,0,0,0,0,0,0,0,0,1,0,1,0,0
26394,226,1069,/survey-fo,0,0,4,0,1,0,0,2,0,0,0,0,1
26395,345,1069,/survey-fo,0,0,0,0,0,0,0,0,1,0,4,4,0
26396,463,1069,/survey-fo,0,0,2,0,0,1,0,4,0,0,0,0,0
26397,176,1069,/survey-fo,2,3,0,0,0,0,0,0,0,4,0,0,0
26398,50,1069,/survey-fo,0,0,0,0,3,2,3,0,0,0,0,0,1
26399,290,1069,/survey-fo,0,0,0,0,0,1,0,2,1,0,0,0,0
26400,502,1082,/survey-fo,0,4,0,0,0,0,0,0,0,3,0,0,0
26401,486,1082,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,3
26402,296,1082,/survey-fo,0,0,0,0,0,0,4,0,0,0,0,0,0
26403,382,1082,/survey-fo,0,0,0,0,0,0,0,0,0,0,1,0,0
26404,560,1082,/survey-fo,0,0,0,0,0,1,0,0,0,2,0,0,0
26405,313,1082,/survey-fo,0,0,3,0,0,1,0,0,0,0,0,0,0
26406,424,1082,/survey-fo,0,0,0,0,0,0,0,0,2,1,0,0,0
26407,233,1082,/survey-fo,0,0,0,0,0,0,4,0,0,0,0,0,0
26408,284,1082,/survey-fo,0,0,0,0,0,1,0,0,1,1,0,0,0
26409,539,1082,/survey-fo,0,0,2,0,0,1,0,0,0,0,0,0,0
26410,319,1082,/survey-fo,0,0,1,0,0,0,1,0,0,0,0,0,0
26411,473,1082,/survey-fo,1,0,0,0,0,0,0,0,1,1,3,3,0
26412,541,1082,/survey-fo,0,0,0,0,0,0,3,0,0,1,0,0,0
26413,107,1082,/survey-fo,0,0,4,0,0,2,0,0,0,0,0,0,0
26414,531,1082,/survey-fo,0,0,0,1,0,0,0,0,2,1,4,4,0
26415,215,1082,/survey-fo,0,0,4,0,0,0,0,0,0,0,0,0,0
26416,583,1082,/survey-fo,0,0,0,0,1,1,3,0,0,0,0,0,0
26417,362,1082,/survey-fo,0,0,3,0,0,0,2,0,0,0,0,0,0
26418,32,1082,/survey-fo,0,0,3,0,0,0,0,0,0,0,0,0,0
26419,14,1082,/survey-fo,0,0,0,0,0,0,1,0,1,1,0,0,0
26420,593,1082,/survey-fo,0,2,0,0,0,1,0,0,0,0,0,0,1
26421,275,1082,/survey-fo,0,0,0,0,0,1,0,0,0,1,0,0,0
26422,209,1082,/survey-fo,0,0,0,0,0,2,1,0,0,0,0,0,0
26423,449,1082,/survey-fo,0,0,2,0,0,1,0,0,0,0,0,0,0
26424,414,1082,/survey-fo,0,0,0,0,0,0,0,0,0,1,0,1,0
26425,7,1082,/survey-fo,0,1,0,0,0,0,1,0,0,0,0,0,0
26426,572,1082,/survey-fo,0,0,2,0,0,0,0,0,0,0,0,0,0
26427,182,1082,/survey-fo,0,1,0,0,1,2,1,0,0,0,0,0,1
26428,2,1082,/survey-fo,2,0,0,0,0,0,0,0,0,2,1,0,0
26429,381,1082,/survey-fo,0,0,2,0,0,2,0,2,0,0,0,0,0
26430,26,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26431,34,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26432,248,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26433,152,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26434,508,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26435,269,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26436,412,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26437,214,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26438,335,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26439,357,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26440,465,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
26441,363,1052,/survey-fo,0,0,0,0,0,0,0,0,0,0,0,0,0
